"user","url","likes_scaled","likes_bin2","likes_bin3"
"adwoaaboah","https://www.instagram.com/p/Bo1FkS8Bh79/",-0.462679624056178,"low","low"
"adwoaaboah","https://www.instagram.com/p/BozV0PPhWuc/",-1.00087935966808,"low","low"
"adwoaaboah","https://www.instagram.com/p/BoweUNeh1_0/",5.42916101539925,"high","high"
"adwoaaboah","https://www.instagram.com/p/BouhvURhKjl/",0.873109778285306,"high","high"
"adwoaaboah","https://www.instagram.com/p/Boueib4B_Yd/",0.880957927702957,"high","high"
"adwoaaboah","https://www.instagram.com/p/BokG8Z2BWyb/",0.882046357184237,"high","high"
"adwoaaboah","https://www.instagram.com/p/BoiS_yRhAWx/",-0.473277490058115,"low","low"
"adwoaaboah","https://www.instagram.com/p/BohQCaghyMi/",1.06639193985577,"high","high"
"adwoaaboah","https://www.instagram.com/p/Bodxs9YhVLV/",-0.754149581990541,"low","low"
"adwoaaboah","https://www.instagram.com/p/BodxaZIBwof/",0.0113600579223699,"high","med"
"adwoaaboah","https://www.instagram.com/p/BoSjcENhUGU/",-0.637687627493576,"low","low"
"adwoaaboah","https://www.instagram.com/p/BoOxqbWB5Ll/",-0.503467086723094,"low","low"
"adwoaaboah","https://www.instagram.com/p/BoL4kEHhjW1/",-0.353722104403828,"low","low"
"adwoaaboah","https://www.instagram.com/p/BoFa9fiBaMt/",-0.326396795847481,"low","low"
"adwoaaboah","https://www.instagram.com/p/BoASUvphDw9/",1.16114259048931,"high","high"
"adwoaaboah","https://www.instagram.com/p/Bn8ylezhflq/",0.690654625765466,"high","high"
"adwoaaboah","https://www.instagram.com/p/Bn6ufRRh19c/",0.864516913959411,"high","high"
"adwoaaboah","https://www.instagram.com/p/Bn6Qd8gh_jd/",0.070536250246701,"high","med"
"adwoaaboah","https://www.instagram.com/p/Bn6HR3ChsKj/",-0.42922473894736,"low","low"
"adwoaaboah","https://www.instagram.com/p/Bn4ppIUh6Go/",-0.0977693190164983,"low","med"
"adwoaaboah","https://www.instagram.com/p/Bn04vSPhadO/",-0.540530974848788,"low","low"
"adwoaaboah","https://www.instagram.com/p/BnxBe3JBtR2/",0.589373398244249,"high","high"
"adwoaaboah","https://www.instagram.com/p/Bnrp4LbhTIO/",0.718610077705712,"high","high"
"adwoaaboah","https://www.instagram.com/p/BnkC_QxBNVX/",0.0257960699898737,"high","med"
"adwoaaboah","https://www.instagram.com/p/BnbYzMwBbtc/",0.285472429918425,"high","high"
"adwoaaboah","https://www.instagram.com/p/BnY-V2ohnJH/",-0.543509834481765,"low","low"
"adwoaaboah","https://www.instagram.com/p/BnT9C3xBaIZ/",-0.43987989071147,"low","low"
"adwoaaboah","https://www.instagram.com/p/Bm9hOMDBpjD/",1.25188323777076,"high","high"
"adwoaaboah","https://www.instagram.com/p/Bm6IEg-hY6k/",2.5616076183237,"high","high"
"adwoaaboah","https://www.instagram.com/p/Bm5yyLcBWq4/",-0.333271087308197,"low","low"
"adwoaaboah","https://www.instagram.com/p/BmyrpvEh0UA/",-0.479235209324069,"low","low"
"adwoaaboah","https://www.instagram.com/p/BmvU68Qh_5G/",1.08369224003191,"high","high"
"adwoaaboah","https://www.instagram.com/p/Bmk9gQDhFEa/",-0.111116901602722,"low","med"
"adwoaaboah","https://www.instagram.com/p/BmgKDjBBu0C/",0.45303328427338,"high","high"
"adwoaaboah","https://www.instagram.com/p/BmX_MgeB4Yi/",1.07406823198691,"high","high"
"adwoaaboah","https://www.instagram.com/p/BmRXazXhTDG/",0.376957792108121,"high","high"
"adwoaaboah","https://www.instagram.com/p/BmQnuNchtV-/",-0.465028340305256,"low","low"
"adwoaaboah","https://www.instagram.com/p/BmJIODEh5YR/",-0.00760152935677205,"low","med"
"adwoaaboah","https://www.instagram.com/p/BmEr_IwhKbr/",0.135842019123504,"high","med"
"adwoaaboah","https://www.instagram.com/p/BmA0qzahGCT/",-0.668851082115489,"low","low"
"adwoaaboah","https://www.instagram.com/p/Bl_iqFShPO6/",1.30086256442837,"high","high"
"adwoaaboah","https://www.instagram.com/p/Bl52_aHh3US/",-0.351430673916923,"low","low"
"adwoaaboah","https://www.instagram.com/p/Bl524F2hdXn/",-0.860357385058605,"low","low"
"adwoaaboah","https://www.instagram.com/p/Bl520-QhjBo/",-0.542879691097866,"low","low"
"adwoaaboah","https://www.instagram.com/p/Bl52o3OBpRe/",0.230592669757041,"high","med"
"adwoaaboah","https://www.instagram.com/p/BlOQwZOBqQG/",1.82462628797276,"high","high"
"adwoaaboah","https://www.instagram.com/p/BlM8S42hIzY/",-0.244306298654097,"low","med"
"adwoaaboah","https://www.instagram.com/p/BlLoCrIhA3_/",1.65803929157474,"high","high"
"adwoaaboah","https://www.instagram.com/p/BlGTOl8BRh5/",-0.320439076581527,"low","low"
"adwoaaboah","https://www.instagram.com/p/BlDowCZh47Z/",0.906621949156297,"high","high"
"adwoaaboah","https://www.instagram.com/p/BlBOS_zBJhB/",-0.998702500705516,"low","low"
"adwoaaboah","https://www.instagram.com/p/Bk5SJcgBUSe/",1.51797560306265,"high","high"
"adwoaaboah","https://www.instagram.com/p/Bk0LcV2hSTg/",-0.614200465002796,"low","low"
"adwoaaboah","https://www.instagram.com/p/Bkzq-sQhpJ4/",-0.348165385473082,"low","low"
"adwoaaboah","https://www.instagram.com/p/BkySoq2hvZt/",0.491071030356009,"high","high"
"adwoaaboah","https://www.instagram.com/p/BkvcxmVBDQP/",0.448679566348259,"high","high"
"adwoaaboah","https://www.instagram.com/p/Bkr_PBLhv-U/",0.108287567518467,"high","med"
"adwoaaboah","https://www.instagram.com/p/Bkf19K7hURQ/",0.136758591318266,"high","med"
"adwoaaboah","https://www.instagram.com/p/BkTgd7xhcPT/",-0.0985140339247425,"low","med"
"adwoaaboah","https://www.instagram.com/p/BkRQNgNByUK/",-0.0101221028923679,"low","med"
"adwoaaboah","https://www.instagram.com/p/BkP_kUVBkEO/",-0.341749380109747,"low","low"
"adwoaaboah","https://www.instagram.com/p/BkP9dDphyoE/",-0.459872621709719,"low","low"
"adwoaaboah","https://www.instagram.com/p/BkEMofiBK2R/",1.32022515204272,"high","high"
"adwoaaboah","https://www.instagram.com/p/Bj-rY2Ihdmb/",1.06135079278458,"high","high"
"adwoaaboah","https://www.instagram.com/p/Bj72L1khWzI/",0.381769796130623,"high","high"
"adwoaaboah","https://www.instagram.com/p/Bj410cvhTFt/",-0.223167852412395,"low","med"
"adwoaaboah","https://www.instagram.com/p/BjrAvrpBzDo/",-0.425329307119621,"low","low"
"adwoaaboah","https://www.instagram.com/p/BjdEip4B1M2/",-0.254445878558653,"low","low"
"adwoaaboah","https://www.instagram.com/p/BjVRKlwBrAV/",-0.894671556600013,"low","low"
"adwoaaboah","https://www.instagram.com/p/BjVQ3KYBRU1/",-0.276672754281635,"low","low"
"adwoaaboah","https://www.instagram.com/p/BjPRkPcBsI4/",-0.833433076837467,"low","low"
"adwoaaboah","https://www.instagram.com/p/BjMZmy6hpBR/",-0.45511790344939,"low","low"
"adwoaaboah","https://www.instagram.com/p/BjGSAduh1g0/",-0.372339977109934,"low","low"
"adwoaaboah","https://www.instagram.com/p/BjFxt3tBgNS/",0.710761928288061,"high","high"
"adwoaaboah","https://www.instagram.com/p/Bi9l9DQB1Y5/",4.35138668588331,"high","high"
"alexinagraham","https://www.instagram.com/p/BtY0SQbjNh5/",-0.413188585077082,"low","low"
"alexinagraham","https://www.instagram.com/p/BtTvNiGj3BN/",0.514069472264361,"high","high"
"alexinagraham","https://www.instagram.com/p/BtRC8ZEDrPO/",-0.0421524536755251,"low","med"
"alexinagraham","https://www.instagram.com/p/BtO8lv1jdYN/",0.195421427475621,"high","med"
"alexinagraham","https://www.instagram.com/p/BtJXtkUjSMp/",-0.409699737871366,"low","low"
"alexinagraham","https://www.instagram.com/p/BtGfrqfDDG8/",-0.829690487207099,"low","low"
"alexinagraham","https://www.instagram.com/p/BtEUPizj1Hm/",-0.282938289397013,"low","low"
"alexinagraham","https://www.instagram.com/p/Bs8aIMDjzQJ/",-0.490718522981885,"low","low"
"alexinagraham","https://www.instagram.com/p/Bs5V5dDDvPQ/",-0.653863663744421,"low","low"
"alexinagraham","https://www.instagram.com/p/Bs01oPXjJAu/",-0.395578213467277,"low","low"
"alexinagraham","https://www.instagram.com/p/Bss3yzAj4HL/",0.494410095152786,"high","high"
"alexinagraham","https://www.instagram.com/p/BsqKcXRjxrX/",-0.366282972644676,"low","low"
"alexinagraham","https://www.instagram.com/p/Bsi78qpjAqy/",-0.46502288641915,"low","low"
"alexinagraham","https://www.instagram.com/p/BsgOWcNjXrI/",-0.577552053435265,"low","low"
"alexinagraham","https://www.instagram.com/p/BsdzghfjMHG/",-0.735436234125688,"low","low"
"alexinagraham","https://www.instagram.com/p/Bscq13FDH6j/",-0.160884015724023,"low","med"
"alexinagraham","https://www.instagram.com/p/BsaDNxcjVMz/",-0.283104424978238,"low","low"
"alexinagraham","https://www.instagram.com/p/BsYr_tVDS-e/",1.66743805565246,"high","high"
"alexinagraham","https://www.instagram.com/p/BsV6gvRjvX-/",1.06397824611771,"high","high"
"alexinagraham","https://www.instagram.com/p/BsVINlNj6Wl/",-0.7506099505442,"low","low"
"alexinagraham","https://www.instagram.com/p/BsSlrDzD2cp/",-0.453338017206355,"low","low"
"alexinagraham","https://www.instagram.com/p/BsQiZCyDuDP/",0.0712073912467117,"high","med"
"alexinagraham","https://www.instagram.com/p/BsLqfhVD0aa/",0.0854396727049506,"high","med"
"alexinagraham","https://www.instagram.com/p/BsKzYQbDeO6/",0.292001578694176,"high","high"
"alexinagraham","https://www.instagram.com/p/BsJjt5ADIxn/",0.532012115036616,"high","high"
"alexinagraham","https://www.instagram.com/p/BsESkkODla0/",-0.00571338286026776,"low","med"
"alexinagraham","https://www.instagram.com/p/BsBBrcLDlG7/",2.46034780631029,"high","high"
"alexinagraham","https://www.instagram.com/p/Br-6TcjDF_7/",-0.298333519923824,"low","low"
"alexinagraham","https://www.instagram.com/p/Br57RorDASj/",-0.00643330371224093,"low","med"
"alexinagraham","https://www.instagram.com/p/Br4taojDMsV/",-0.480584252527186,"low","low"
"alexinagraham","https://www.instagram.com/p/Br3Rg-wDqAi/",0.0559782963011255,"high","med"
"alexinagraham","https://www.instagram.com/p/Br0oF6mjuSA/",0.836261742785892,"high","high"
"alexinagraham","https://www.instagram.com/p/BrzcnUEjU6J/",-0.579158030720435,"low","low"
"alexinagraham","https://www.instagram.com/p/BryCViMjJpq/",-0.361797311951613,"low","low"
"alexinagraham","https://www.instagram.com/p/BrstuifDA2O/",0.0254093493558031,"high","med"
"alexinagraham","https://www.instagram.com/p/Brp4fHejvW8/",-0.552631716251578,"low","low"
"alexinagraham","https://www.instagram.com/p/BriAEm2D5t7/",1.54909414329348,"high","high"
"alexinagraham","https://www.instagram.com/p/BrgVEZ7DfdP/",-0.66981267954198,"low","low"
"alexinagraham","https://www.instagram.com/p/BrbQh-_jBbs/",0.729436564058489,"high","high"
"alexinagraham","https://www.instagram.com/p/BradfFwj-Az/",-0.389541954016117,"low","low"
"alexinagraham","https://www.instagram.com/p/BrXulOLD6Fs/",0.152835340155054,"high","med"
"alexinagraham","https://www.instagram.com/p/BrS3LNzD3Wq/",-0.632764444928899,"low","low"
"alexinagraham","https://www.instagram.com/p/BrSgyU5D7SQ/",-0.470726874707861,"low","low"
"alexinagraham","https://www.instagram.com/p/BrJ8LNxjk8m/",0.668520184276144,"high","high"
"alexinagraham","https://www.instagram.com/p/BrFj3pyDblB/",2.11600412495881,"high","high"
"alexinagraham","https://www.instagram.com/p/BrDRoaNjYj0/",-0.305754242551855,"low","low"
"alexinagraham","https://www.instagram.com/p/Bq_DDOkgJVH/",0.182573609194254,"high","med"
"alexinagraham","https://www.instagram.com/p/Bq-Do-DDl6l/",-0.522173526360405,"low","low"
"alexinagraham","https://www.instagram.com/p/Bq427cBDtSH/",0.516727641563954,"high","high"
"alexinagraham","https://www.instagram.com/p/Bq2zmZKgNad/",-0.184973675001587,"low","med"
"alexinagraham","https://www.instagram.com/p/Bq2M8PEDUt4/",0.000489012172116477,"high","med"
"alexinagraham","https://www.instagram.com/p/BqzyTH4DsA5/",0.368036296367957,"high","high"
"alexinagraham","https://www.instagram.com/p/BqxbwS5DIoj/",3.27828865120596,"high","high"
"alexinagraham","https://www.instagram.com/p/BqusOlHjyTt/",-0.138677226367005,"low","med"
"alexinagraham","https://www.instagram.com/p/Bqscu6vDcRn/",0.629035294471769,"high","high"
"alexinagraham","https://www.instagram.com/p/Bqn28nKjdEV/",-0.937069451205251,"low","low"
"alexinagraham","https://www.instagram.com/p/BqnZytJjwio/",0.442686550864868,"high","high"
"alexinagraham","https://www.instagram.com/p/Bqmbl-CDnBq/",-0.800173732276199,"low","low"
"alexinagraham","https://www.instagram.com/p/BqhpAdXD0fT/",-0.528320542865715,"low","low"
"alexinagraham","https://www.instagram.com/p/BqgBdYcjOwo/",-0.415791375849601,"low","low"
"alexinagraham","https://www.instagram.com/p/BqcY9iXj-BV/",1.61560375431039,"high","high"
"alexinagraham","https://www.instagram.com/p/BqU13gXj4wY/",-0.00970063680965763,"low","med"
"alexinagraham","https://www.instagram.com/p/BqPp_ZgjD2H/",2.91605770560931,"high","high"
"alexinagraham","https://www.instagram.com/p/BqLiNdvjUEC/",0.396223966649061,"high","high"
"alexinagraham","https://www.instagram.com/p/BqKh_A_DZhR/",0.0967922707552967,"high","med"
"alexinagraham","https://www.instagram.com/p/BqFnvVjDhAr/",1.01574354903551,"high","high"
"alexinagraham","https://www.instagram.com/p/BqDqqD-juL3/",1.84979954530997,"high","high"
"alexinagraham","https://www.instagram.com/p/BqCtNl3DbCG/",2.15089259701598,"high","high"
"alexinagraham","https://www.instagram.com/p/BqAoKpUjakY/",2.08981008165241,"high","high"
"alexinagraham","https://www.instagram.com/p/BqAgGoSj99V/",1.13873925766877,"high","high"
"alexinagraham","https://www.instagram.com/p/Bp-gopND7lO/",0.280205952427231,"high","high"
"alexinagraham","https://www.instagram.com/p/Bp9u4tqjItN/",0.993481381151418,"high","high"
"alexinagraham","https://www.instagram.com/p/Bp8dAemDCb8/",3.64301163052098,"high","high"
"alexinagraham","https://www.instagram.com/p/Bp7jFZ9jf_o/",3.18829854470931,"high","high"
"alexinagraham","https://www.instagram.com/p/Bp0Rb7GjNeN/",-0.485955969653447,"low","low"
"alexinagraham","https://www.instagram.com/p/BpxffCjjwJ6/",-0.449849170000639,"low","low"
"alexinagraham","https://www.instagram.com/p/BpvGBAcjhV0/",-0.580044087153633,"low","low"
"alexinagraham","https://www.instagram.com/p/Bpt8HBuj5Hq/",0.401540305248247,"high","high"
"alexinagraham","https://www.instagram.com/p/BprvzIChJmN/",-0.434232425365529,"low","low"
"alexinagraham","https://www.instagram.com/p/BpoovOMhR46/",-0.636917834459514,"low","low"
"alexinagraham","https://www.instagram.com/p/Bpmtdvkl0aN/",-0.357256272731474,"low","low"
"alexinagraham","https://www.instagram.com/p/BpmOZrdlYHj/",-0.876153071422906,"low","low"
"alexinagraham","https://www.instagram.com/p/BpkttSjFNVr/",0.246757322074016,"high","med"
"alexinagraham","https://www.instagram.com/p/BpgxfuElZ8O/",-0.783006388882992,"low","low"
"alexinagraham","https://www.instagram.com/p/BpXfPlblJFH/",-0.925107689357081,"low","low"
"alexinagraham","https://www.instagram.com/p/BpXe3nqlHp5/",-0.898249103725774,"low","low"
"alexinagraham","https://www.instagram.com/p/BpW47ZOlg4o/",-0.530369548367484,"low","low"
"alexinagraham","https://www.instagram.com/p/BpUWxnfFjiq/",-0.57716440374574,"low","low"
"alexinagraham","https://www.instagram.com/p/BpRUYpLl5lM/",-0.221523502870994,"low","med"
"alexinagraham","https://www.instagram.com/p/BpPhTJZlJRc/",-0.983808928056432,"low","low"
"alexinagraham","https://www.instagram.com/p/BpMT4oIlNaH/",-0.643729393289721,"low","low"
"alexinagraham","https://www.instagram.com/p/BpH9rQDFgsC/",-0.954679822815056,"low","low"
"alexinagraham","https://www.instagram.com/p/BpG9tdjl-AQ/",-0.263832697556187,"low","low"
"alexinagraham","https://www.instagram.com/p/BpCRLEBF7RS/",-0.350610849482491,"low","low"
"alexinagraham","https://www.instagram.com/p/Bo_-QCRFEHf/",-0.256855003144755,"low","low"
"alexinagraham","https://www.instagram.com/p/Bo60FTOFjvh/",-0.300825553642193,"low","low"
"alexinagraham","https://www.instagram.com/p/Bo1bcQ5FNW9/",-1.05281057279171,"low","low"
"alexinagraham","https://www.instagram.com/p/BozzWJhllU9/",-0.835449854022884,"low","low"
"alexinagraham","https://www.instagram.com/p/BoxHl92FRv0/",-0.960549946684991,"low","low"
"alexinagraham","https://www.instagram.com/p/BotnNgAF8kP/",-0.63049392531883,"low","low"
"alexinagraham","https://www.instagram.com/p/BomBugMFJVe/",-0.875267014989708,"low","low"
"alexinagraham","https://www.instagram.com/p/Boi_fGplCIz/",-0.872774981271339,"low","low"
"alexinagraham","https://www.instagram.com/p/BohGBFQFZux/",-0.473994207805278,"low","low"
"alexinagraham","https://www.instagram.com/p/BogJ097FABu/",-0.915693339754355,"low","low"
"alexinagraham","https://www.instagram.com/p/BoeKibWFuTW/",-0.969742782179418,"low","low"
"alexinagraham","https://www.instagram.com/p/Bod5t7LgUH4/",-0.990343594251265,"low","low"
"alexinagraham","https://www.instagram.com/p/BocRXmSF1f-/",-0.949751133905394,"low","low"
"alexinagraham","https://www.instagram.com/p/Boa-ctDledo/",-0.960771460793291,"low","low"
"alexinagraham","https://www.instagram.com/p/BoWFR2KFkLN/",-0.541112982620007,"low","low"
"alexinagraham","https://www.instagram.com/p/BoT0dwRF9bl/",-0.922172627422114,"low","low"
"alexinagraham","https://www.instagram.com/p/BoRa9hPF_u8/",-1.05713009790355,"low","low"
"alexinagraham","https://www.instagram.com/p/BoPzU_JliXC/",-0.832237899452542,"low","low"
"alina_baikova","https://www.instagram.com/p/Btbk93BHO4a/",3.99704168999165,"high","high"
"alina_baikova","https://www.instagram.com/p/BtZfB6Jno2i/",2.27155821592678,"high","high"
"alina_baikova","https://www.instagram.com/p/BtSrbGXHmRE/",0.87621368519692,"high","high"
"alina_baikova","https://www.instagram.com/p/BtPQfvgHzzU/",1.39902271304568,"high","high"
"alina_baikova","https://www.instagram.com/p/BtHNwM7nBCk/",1.05463829211261,"high","high"
"alina_baikova","https://www.instagram.com/p/BtEDIL7nb5A/",1.39261224812655,"high","high"
"alina_baikova","https://www.instagram.com/p/Bs8D-HwnHg_/",0.115149044520629,"high","med"
"alina_baikova","https://www.instagram.com/p/Bs5BcFhH1qy/",2.48951402317708,"high","high"
"alina_baikova","https://www.instagram.com/p/Bs3J2ZSHYp4/",2.61843559543951,"high","high"
"alina_baikova","https://www.instagram.com/p/Bs0YuOZHf8l/",2.77691653371792,"high","high"
"alina_baikova","https://www.instagram.com/p/Bsx1F4fnnOE/",2.64870723533539,"high","high"
"alina_baikova","https://www.instagram.com/p/BsqkTsIHl5o/",1.05285760741285,"high","high"
"alina_baikova","https://www.instagram.com/p/BsdJu5NH879/",-0.0949717500507386,"low","med"
"alina_baikova","https://www.instagram.com/p/BsL_zYnnt0N/",1.66933065046884,"high","high"
"alina_baikova","https://www.instagram.com/p/BsIuMgLHUsj/",1.17999849497552,"high","high"
"alina_baikova","https://www.instagram.com/p/BsGaXEqHVVA/",-0.0201829926609299,"low","med"
"alina_baikova","https://www.instagram.com/p/BsGBeWuHXLn/",0.723074801017788,"high","high"
"alina_baikova","https://www.instagram.com/p/BsEtCUbnTMJ/",1.55323000804466,"high","high"
"alina_baikova","https://www.instagram.com/p/BsBDKdxnj5l/",1.71242322020297,"high","high"
"alina_baikova","https://www.instagram.com/p/Br5AlXznqtz/",2.32996467407882,"high","high"
"alina_baikova","https://www.instagram.com/p/Br3i_p-nG9c/",1.04110508839445,"high","high"
"alina_baikova","https://www.instagram.com/p/BrqbVVSHjn0/",-0.139845004484624,"low","med"
"alina_baikova","https://www.instagram.com/p/BriED-1ncnT/",-0.348897388236137,"low","low"
"alina_baikova","https://www.instagram.com/p/BrgKhUGnGs6/",-0.210360118595015,"low","med"
"alina_baikova","https://www.instagram.com/p/BrS2MFynYJB/",0.313161183133646,"high","high"
"alina_baikova","https://www.instagram.com/p/Bq-UiwiHp4p/",1.19531238339344,"high","high"
"alina_baikova","https://www.instagram.com/p/Bq7lR4aHmGq/",1.64226424303253,"high","high"
"alina_baikova","https://www.instagram.com/p/Bq2R2DSHa4H/",0.797507421467645,"high","high"
"alina_baikova","https://www.instagram.com/p/Bqzx2-cH--x/",-0.176170972359674,"low","med"
"alina_baikova","https://www.instagram.com/p/BqsLzGBnelQ/",0.873364589677308,"high","high"
"alina_baikova","https://www.instagram.com/p/BqqPLg1nfhz/",0.977712713083089,"high","high"
"alina_baikova","https://www.instagram.com/p/BqiNHK8Ho8i/",0.913964200831776,"high","high"
"alina_baikova","https://www.instagram.com/p/BqfVM1Sn82Z/",-1.04835033830082,"low","low"
"alina_baikova","https://www.instagram.com/p/BqfRtZAHMfJ/",-0.0871367373718063,"low","med"
"alina_baikova","https://www.instagram.com/p/BqahD4EnaFz/",-1.00454549468679,"low","low"
"alina_baikova","https://www.instagram.com/p/BqYMTUbnuhg/",-0.570058427946,"low","low"
"alina_baikova","https://www.instagram.com/p/BqQFSi0H5X5/",-0.74705848710188,"low","low"
"alina_baikova","https://www.instagram.com/p/BqNnfTLn6ni/",0.0161429752141201,"high","med"
"alina_baikova","https://www.instagram.com/p/BqNGh59n-Hv/",-1.06829400693811,"low","low"
"alina_baikova","https://www.instagram.com/p/BqAToLuHVIC/",-1.36566835179758,"low","low"
"alina_baikova","https://www.instagram.com/p/Bp8j3lWHMqL/",0.273629982799033,"high","high"
"alina_baikova","https://www.instagram.com/p/Bp5qLSsnKeG/",-0.80760176689363,"low","low"
"alina_baikova","https://www.instagram.com/p/Bpzq3woHn9g/",-0.187923491378072,"low","med"
"alina_baikova","https://www.instagram.com/p/Bpw4uC8Hf6r/",0.592016407115647,"high","high"
"alina_baikova","https://www.instagram.com/p/BpuwZtyHplN/",0.314229593953501,"high","high"
"alina_baikova","https://www.instagram.com/p/Bpo21HlHiVy/",-0.224605596193074,"low","med"
"alina_baikova","https://www.instagram.com/p/Bpb8VGan4Em/",1.26012930646461,"high","high"
"alina_baikova","https://www.instagram.com/p/BpZrPmTnWgC/",1.44282755665971,"high","high"
"alina_baikova","https://www.instagram.com/p/BpXE4iUnd7k/",-0.4974064921959,"low","low"
"alina_baikova","https://www.instagram.com/p/BpFLiIWnL2-/",-1.03054349130325,"low","low"
"alina_baikova","https://www.instagram.com/p/BpAcPXInq1k/",-0.150529112683168,"low","med"
"alina_baikova","https://www.instagram.com/p/Bo7jWASHyo-/",0.916101022471485,"high","high"
"alina_baikova","https://www.instagram.com/p/Bo4PZSoHhYR/",0.498352391908411,"high","high"
"alina_baikova","https://www.instagram.com/p/Bowz0hvnYg1/",-0.555812950347941,"low","low"
"alina_baikova","https://www.instagram.com/p/BorY-rnHDw0/",-0.378456754252109,"low","low"
"alina_baikova","https://www.instagram.com/p/Bomd91NnH53/",-0.2794506849456,"low","low"
"alina_baikova","https://www.instagram.com/p/BohGpq8nczn/",-0.784096728856833,"low","low"
"alina_baikova","https://www.instagram.com/p/BoeKEBbnuTl/",-0.547265663789106,"low","low"
"alina_baikova","https://www.instagram.com/p/BoSkRFUHTFJ/",-0.63808058347673,"low","low"
"alina_baikova","https://www.instagram.com/p/BoPJxlbHuAX/",-0.0999576672100592,"low","med"
